,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
4822,CLARA INDUSTRIES LIMITED,CLARA,Clara Industries Ltd,Active,M ,10.00,INE0JJS01014,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
4823,Wherrelz IT Solutions Limited,WITS,Wherrelz IT Solutions Ltd,Active,MS,10.00,INE0IM001015,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
4824,Motilal Oswal Mutual Fund,MONQ50,Motilal Oswal Nasdaq Q 50 ETF,Active,B ,10.00,INF247L01AU3,-,Equity,-,-,-,-,
4825,DSP Mutual Fund,DSPQ50ETF,DSP Nifty Midcap 150 Quality 50 ETF,Active,B ,10.00,INF740KA1QL0,-,Equity,-,-,-,-,
4826,Brandbucket Media & Technology Limited,BRANDBUCKT,Brandbucket Media & Technology Ltd,Active,M ,10.00,INE0ILD01014,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies,
4827,DSP Mutual Fund,DSPN50ETF,DSP Nifty 50 ETF,Active,B ,10.00,INF740KA1CL0,-,Equity,-,-,-,-,
4828,CMS Info Systems Limited,CMSINFO,CMS Info Systems Ltd,Active,B ,10.00,INE925R01014,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
4829,Brand Concepts Limited,BCONCEPTS,Brand Concepts Ltd,Active,B ,10.00,INE977Y01011,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
4830,Ascensive Educare Limited,ASCENSIVE,Ascensive Educare Ltd,Active,MS,10.00,INE0E4I01019,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
4831,Fabino Life Sciences Limited,FABINO,Fabino Life Sciences Ltd,Active,M ,10.00,INE0DRT01018,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
4832,SBI Mutual Fund,SFMP58GR,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth,Active,F ,10.00,INF200KA16C0,-,MF,-,-,-,-,
4833,SBI Mutual Fund,SFMP58DR,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - IDCW Payout,Active,F ,10.00,INF200KA17C8,-,MF,-,-,-,-,
4834,SBI Mutual Fund,SFMP58GD,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days)- Direct Plan - Growth,Active,F ,10.00,INF200KA18C6,-,MF,-,-,-,-,
4835,SBI Mutual Fund,SFMP58DD,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - IDCW Payout,Active,F ,10.00,INF200KA19C4,-,MF,-,-,-,-,
4836,Wonder Fibromats Limited,WFL,Wonder Fibromats Ltd,Active,T ,10.00,INE02WG01016,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
4837,ICICI Prudential Mutual Fund,ICICIAUTO,ICICI Prudential Nifty Auto ETF,Active,B ,10.00,INF109KC1Y49,-,Equity,-,-,-,-,
4838,AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA,AGS Transact Technologies Ltd,Active,B ,10.00,INE583L01014,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
4839,ICICI Prudential Mutual Fund,ICICISILVE,ICICI Prudential Silver ETF,Active,E ,10.00,INF109KC1Y56,-,Equity,-,-,-,-,
4840,ALKOSIGN LIMITED,ALKOSIGN,Alkosign Ltd,Active,M ,10.00,INE0KA601012,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Household Products,Stationary,
4841,Mirae Asset Mutual Fund,MAMFGETF,Mirae Asset Nifty India Manufacturing ETF,Active,B ,50.00,INF769K01IB1,-,Equity,-,-,-,-,
4842,SBI Mutual Fund,SFMP59GR,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days)- Regular Plan - Growth,Active,F ,10.00,INF200KA17D6,-,MF,-,-,-,-,
4843,SBI Mutual Fund,SFMP59DR,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days)- Regular Plan - IDCW Payout,Active,F ,10.00,INF200KA18D4,-,MF,-,-,-,-,
4844,SBI Mutual Fund,SFMP59GD,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth,Active,F ,10.00,INF200KA19D2,-,MF,-,-,-,-,
4845,Adani Wilmar Limited,AWL,Adani Wilmar Ltd,Active,B ,1.00,INE699H01024,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
4846,SBI Mutual Fund,SFMP59DD,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - IDCW Payout,Active,F ,10.00,INF200KA10E9,-,MF,-,-,-,-,
4847,Quality RO Industries Limited,QRIL,Quality RO Industries Ltd,Active,M ,10.00,INE0KAF01018,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Machinery,
4848,Safa Systems & Technologies Limited,SSTL,Safa Systems & Technologies Ltd,Active,M ,10.00,INE0JNA01014,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
4849,DEV INFORMATION TECHNOLOGY LIMITED,DEVIT,Dev Information Technology Ltd,Active,B ,10.00,INE060X01018,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
4850,Vedant Fashions Limited,MANYAVAR,Vedant Fashions Ltd,Active,B ,1.00,INE825V01034,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
4851,Maruti Interior Products Limited,MARUTIIPL,Maruti Interior Products Ltd,Active,M ,10.00,INE0JSJ01014,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,
4852,Motilal Oswal Mutual Fund,MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,Active,B ,10.00,INF247L01AX7,-,Equity,-,-,-,-,
4853,SBI Mutual Fund,SFMP60GR,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) – Regular Plan - Growth,Active,F ,10.00,INF200KA11E7,-,MF,-,-,-,-,
4854,SBI Mutual Fund,SFMP60DR,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days)- Regular Plan - IDCW Payout,Active,F ,10.00,INF200KA12E5,-,MF,-,-,-,-,
4855,SBI Mutual Fund,SFMP60GD,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days)- Direct Plan - Growth,Active,F ,10.00,INF200KA13E3,-,MF,-,-,-,-,
4856,SBI Mutual Fund,SFMP60DD,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - IDCW Payout,Active,F ,10.00,INF200KA14E1,-,MF,-,-,-,-,
4857,SoftTech Engineers Limited,SOFTTECH,Softtech Engineers Ltd,Active,B ,10.00,INE728Z01015,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
4858,SoftTech Engineers Limited,SOFTTECH,Softtech Engineers Ltd,Active,B ,10.00,INE728Z01015,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
4859,Aditya Birla Sun Life Mutual Fund,SILVER,Aditya Birla Sun Life Silver ETF,Active,E ,1.00,INF209KB19F6,-,Equity,-,-,-,-,
4860,Aditya Birla Sun Life Mutual Fund,TECH,Aditya Birla Sunlife Nifty IT ETF,Active,B ,1.00,INF209KB11D8,-,Equity,-,-,-,-,
4861,Aditya Birla Sun Life Mutual Fund,HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,Active,B ,1.00,INF209KB10C2,-,Equity,-,-,-,-,
4862,Aditya Birla Sun Life Mutual Fund,BSLNIFTY,Aditya Birla Sun Life Nifty ETF,Active,B ,1.00,INF209KB19D1,-,Equity,-,-,-,-,
4863,Ekennis Software Service Limited,EKENNIS,Ekennis Software Service Ltd,Active,M ,10.00,INE0KCM01010,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
4864,Nippon India Mutual Fund,NIMFHKAD,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 5 - DIRECT IDCW PLAN,Active,F ,10.00,INF204KC1485,-,MF,-,-,-,-,
4865,Nippon India Mutual Fund,NIMFHKAG,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 5 - DIRECT PLAN GROWTH OPTION,Active,F ,10.00,INF204KC1477,-,MF,-,-,-,-,
4866,Nippon India Mutual Fund,NIMFHKDP,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 5 - IDCW PLAN,Active,F ,10.00,INF204KC1469,-,MF,-,-,-,-,
4867,Nippon India Mutual Fund,NIMFHKGP,NIPPON INDIA FIXED HORIZON FUND - XLIII - SERIES 5 - GROWTH OPTION,Active,F ,10.00,INF204KC1451,-,MF,-,-,-,-,
4868,ICICI Prudential Mutual Fund,ICICI5GSEC,ICICI Prudential 5 YEAR G-SEC ETF,Active,F ,10.00,INF109KC14A8,-,MF,-,-,-,-,
4869,Mirae Asset Mutual Fund,MAM150ETF,Mirae Asset Nifty Midcap 150 ETF,Active,B ,5.00,INF769K01IC9,-,Equity,-,-,-,-,
4870,Eureka Forbes Limited,EUREKAFORBE,Eureka Forbes Ltd,Active,B ,10.00,INE0KCE01017,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
4871,HDFC Mutual Fund,H1861D46DG,HDFC FMP 1861D MARCH 2022 (1) - SERIES 46- Direct Option- Growth Option,Active,F ,10.00,INF179KC1CC7,-,MF,-,-,-,-,
4872,HDFC Mutual Fund,H1861D46DD,HDFC FMP 1861D March 2022 (1) - Series 46- Direct -Normal Dividend Option,Active,F ,10.00,INF179KC1CD5,-,MF,-,-,-,-,
4873,HDFC Mutual Fund,H1861D46DQ,HDFC FMP 1861D March 2022 (1) Series 46 - Direct - Quarterly Dividend Option,Active,F ,10.00,INF179KC1CE3,-,MF,-,-,-,-,
4874,HDFC Mutual Fund,H1861D46RG,HDFC FMP 1861D March 2022 (1)- Series 46-  Regular Option- Growth Option,Active,F ,10.00,INF179KC1CF0,-,MF,-,-,-,-,
4875,HDFC Mutual Fund,H1861D46RD,HDFC FMP 1861D March 2022(1) - SERIES 46 -  Regular-Normal Dividend option,Active,F ,10.00,INF179KC1CG8,-,MF,-,-,-,-,
4876,HDFC Mutual Fund,H1861D46RQ,HDFC FMP 1861D March 2022(1) - Series 46 -  Regular - Quarterly Dividend Option,Active,F ,10.00,INF179KC1CH6,-,MF,-,-,-,-,
4877,Gateway Distriparks Limited,GATEWAY,Gateway Distriparks Ltd,Active,T ,10.00,INE079J01017,Services,Equity,Services,Services,Transport Services,Logistics Solution Provider,
4878,GMR Power and Urban Infra Limited,GMRP&UI,GMR Power and Urban Infra Ltd,Active,T ,5.00,INE0CU601026,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
4879,HDFC Mutual Fund,H1162D46DG,HDFC FMP 1162D March 2022(2) - Series 46 -Direct Option- Growth Option,Active,F ,10.00,INF179KC1CI4,-,MF,-,-,-,-,
4880,HDFC Mutual Fund,H1162D46DD,HDFC FMP 1162D March2022(2) - Series 46 - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KC1CJ2,-,MF,-,-,-,-,
4881,HDFC Mutual Fund,H1162D46DQ,HDFC FMP 1162D  March 2022(2) - Series 46 - Direct Option- Quarterly Dividend Option,Active,F ,10.00,INF179KC1CK0,-,MF,-,-,-,-,
4882,HDFC Mutual Fund,H1162D46RG,HDFC FMP 1162D March 2022(2) - Series 46  -  Regular Option- Growth Option,Active,F ,10.00,INF179KC1CL8,-,MF,-,-,-,-,
4883,HDFC Mutual Fund,H1162D46RD,HDFC FMP 1162D March2022(2) - Series 46 -  Regular Option- Normal Dividend Option,Active,F ,10.00,INF179KC1CM6,-,MF,-,-,-,-,
4884,HDFC Mutual Fund,H1162D46RQ,HDFC FMP 1162D March 2022(2)- Series 46 - Regular Option- Quarterly Dividend Option,Active,F ,10.00,INF179KC1CN4,-,MF,-,-,-,-,
4885,Bhatia Colour Chem Limited,BCCL,Bhatia Colour Chem Ltd,Active,MT,10.00,INE0KQ001017,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
4886,Motherson Sumi Wiring India Limited,MSUMI,Motherson Sumi Wiring India Ltd,Active,T ,1.00,INE0FS801015,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
4887,Achyut Healthcare Limited,ACHYUT,Achyut Healthcare Ltd,Active,MT,10.00,INE0K1401012,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
4888,Evoq Remedies Limited,EVOQ,Evoq Remedies Ltd,Active,MT,10.00,INE0JVD01011,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
4889,Motilal Oswal Mutual Fund,MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,Active,B ,10.00,INF247L01BA3,-,Equity,-,-,-,-,
4890,ICICI Prudential Mutual Fund,ICICISENSX,ICICI Prudential Sensex ETF,Active,A ,10.00,INF346A01034,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF,
4891,Tata Motors Ltd.,TATAMTRDVR,Tata Motors  Ltd - DVR,Active,A ,2.00,IN9155A01020,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
4892,Future Enterprises Limited,FELDVR,Future Enterprises Ltd_DVR,Active,T ,2.00,IN9623B01058,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
4893,"Jain Irrigation Systems Ltd.,",JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,Active,B ,2.00,IN9175A01010,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
4894,Stampede Capital Limited,SCAPDVR,Stampede Capital Ltd - DVR,Active,B ,1.00,INE224E01036,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
4895,Karur Vysya Bank Ltd.,KARURVYSYA,KARUR VYSYA BANK LTD.,Active,B ,2.00,INE036D01028,Financial Services,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
4896,Tide Water Oil (India) Ltd.,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Active,B ,2.00,INE484C01030,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,
4897,Amrutanjan Health Care Limited,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,Active,B ,1.00,INE098F01031,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
4898,Xpro India Ltd.,XPROINDIA,XPRO INDIA LTD.,Active,T ,10.00,INE445C01015,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
4899,Hisar Metal Industries Ltd.,HISARMET,HISAR METAL INDUSTRIES LTD.-$,Active,B ,10.00,INE598C01011,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
4900,Bharat Rasayan Limited,BHARATRAS,BHARAT RASAYAN LTD.,Active,B ,10.00,INE838B01013,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
4901,Eastern Silk Industries Limited,EASTSILK,EASTERN SILK INDUSTRIES LTD.,Active,B ,2.00,INE962C01027,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
4902,Fertilizers and Chemicals Travancore Limited,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,Active,B ,10.00,INE188A01015,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,
4903,Ginni Filaments Ltd.,GINNIFILA,GINNI FILAMENTS LTD.,Active,B ,10.00,INE424C01010,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
4904,Southern Petrochemical Industries Corporation Limited,SPIC,SOUTHERN PETROCHEMICALS LTD.,Active,B ,10.00,INE147A01011,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,
4905,De Nora India Limited,DENORA,DE NORA INDIA LTD.,Active,B ,10.00,INE244A01016,Capital ods,Equity,Industrials,Capital ods,IN070205,Electrodes,
4906,KAVERI TELECOM PRODUCTS LTD.,KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.-$,Active,B ,10.00,INE641C01019,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,
4907,Saksoft Limited,SAKSOFT,SAKSOFT LTD.,Active,B ,10.00,INE667G01015,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
4908,Salona Cotspin Ltd.,SALONACOT,SALONA COTSPIN LTD.,Active,B ,10.00,INE498E01010,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
4909,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP,Equippp Social Impact Technologies Ltd,Active,B ,1.00,INE217G01035,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
4910,The Andhra Sugars Ltd.,ANDHRSUGAR,ANDHRA SUGARS LTD.,Active,B ,2.00,INE715B01021,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
4911,INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,Active,B ,10.00,INE547E01014,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Trading - Auto Ancillaries,
4912,K.C.P. LTD,KCP,K.C.P.LTD.,Active,B ,1.00,INE805C01028,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
4913,Khaitan (India) Ltd.,KHAITANLTD,KHAITAN (INDIA) LTD.,Active,B ,10.00,INE731C01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
4914,RADAAN MEDIAWORKS (I) LIMITED,RADAAN,RADAAN MEDIAWORKS (I) LTD.,Active,B ,2.00,INE874F01027,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,
