,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
1732,Kisan Mouldings Ltd.,KISAN,KISAN MOULDINGS LTD.-$,Active,X ,10.00,INE017C01012,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1733,Vijay Textiles Ltd.,VIJAYTX,VIJAY TEXTILES LTD.,Active,X ,10.00,INE256G01033,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1734,Garodia Chemicals Ltd.,GARODCH,GARODIA CHEMICALS LTD.,Active,P ,10.00,INE236P01010,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1735,Kerala Ayurveda Limited,KERALAYUR,KERALA AYURVEDA LTD.,Active,X ,10.00,INE817B01025,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1736,Moongipa Capital Finance Ltd.,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Active,XT,10.00,INE153K01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1737,Mohit Paper Mills Ltd.,MOHITPPR,MOHIT PAPER MILLS LTD.,Active,XT,10.00,INE388C01017,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
1738,Daulat Securities Ltd.,DAULAT,DAULAT SECURITIES LTD.,Active,X ,10.00,INE108C01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1739,Oscar Global Ltd,OSCARGLO,OSCAR GLOBAL LTD.,Active,X ,10.00,INE473F01010,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1740,Odyssey Technologies Ltd.,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,Active,X ,10.00,INE213B01019,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1741,RSC International Limited,RSCINT,RSC INTERNATIONAL LTD.,Active,XT,10.00,INE015F01019,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1742,Surat Textile Mills Ltd,SURATEX,SURAT TEXTILE MILLS LTD.,Active,X ,1.00,INE936A01025,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1743,Atharv Enterprises Limited,ATHARVENT,ATHARV ENTERPRISES LTD.,Active,X ,10.00,INE354E01031,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1744,FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER,Fundviser Capital (India) Ltd,Active,XT,10.00,INE365H01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
1745,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.00,INE083B01016,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1746,KALLAM TEXTILES LTD,KALLAM,Kallam Textiles Ltd-$,Active,X ,2.00,INE629F01025,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1747,Brawn Biotech Limited,BRAWN,BRAWN BIOTECH LTD.,Active,XT,10.00,INE899B01015,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1748,Fortune International Ltd.,FORINTL,FORTUNE INTERNATIONAL LTD.,Active,XT,10.00,INE501D01013,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1749,Kings Infra Ventures Limited,KINGSINFR,Kings Infra Ventures Limited,Active,XT,10.00,INE050N01010,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1750,Nutricircle Limited,NUTRICIRCLE,Nutricircle Ltd,Active,X ,10.00,INE536C01029,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1751,Subhash Silk Mills Ltd.,SUBSM,SUBHASH SILK MILLS LTD.,Active,XT,10.00,INE690D01014,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1752,Auro Laboratories Ltd.,AUROLAB,AURO LABORATORIES LTD.,Active,X ,10.00,INE292C01011,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1753,KJMC Financial Services Ltd.,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Active,X ,10.00,INE533C01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1754,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.00,INE495B01038,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",
1755,Aryaman Financial Services Ltd.,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Active,X ,10.00,INE032E01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1756,Bridge Securities Ltd.,BRIDGESE,BRIDGE SECURITIES LTD.,Active,X ,10.00,INE958C01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1757,Rajasthan Tube Mfg. Co,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,Active,X ,10.00,INE497E01012,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
1758,Kay Power And Paper Ltd,KAYPOWR,KAY POWER AND PAPER LTD.,Active,X ,10.00,INE961B01013,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
1759,Inter State Oil Carrier Ltd,INTSTOIL,INTER STATE OIL CARRIER LTD.,Active,X ,10.00,INE003B01014,Services,Equity,Services,Services,Transport Services,Road Transport,
1760,Global Capital Markets Ltd.,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Active,XT,10.00,INE062C01034,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1761,Sainik Finance and Industries Ltd,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,Active,X ,10.00,INE584B01013,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
1762,Saboo Brothers Ltd.,SABOOBR,SABOO BROTHERS LTD.,Active,XT,10.00,INE021N01011,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Machinery,
1763,Rich Universe Network Ltd,RICHUNV,RICH UNIVERSE NETWORK LTD.,Active,XT,10.00,INE652D01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1764,S.P.Capital Financing Ltd.,SPCAPIT,SP CAPITAL FINANCING LTD.,Active,X ,10.00,INE102F01015,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1765,PAOS INDUSTRIES LIMITED,PAOS,Paos Industries Ltd,Active,X ,10.00,INE791C01012,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
1766,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,T ,10.00,INE823A01017,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1767,Piccadily Agro Industries ltd.,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Active,X ,10.00,INE546C01010,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
1768,Chaman Lal Setia Exports Ltd.,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2.00,INE419D01026,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Other Agricultural Products,
1769,Chandra Prabhu International Ltd.,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,Active,X ,10.00,INE368D01017,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1770,KIMIA BIOSCIENCES LIMITED,KIMIABL,Kimia Biosciences Ltd,Active,X ,1.00,INE285U01025,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1771,Hindustan Tin Works Ltd.,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,Active,X ,10.00,INE428D01019,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
1772,Godavari Drugs Ltd.,GODAVARI,GODAVARI DRUGS LTD.,Active,X ,10.00,INE362C01012,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1773,Premco Global Ltd.,PREMCO,PREMCO GLOBAL LTD.-$,Active,X ,10.00,INE001E01012,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1774,Mukesh Babu Financial Services Ltd.,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,Active,X ,10.00,INE596B01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1775,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,A ,1.00,INE955D01029,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
1776,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,Active,B ,10.00,INE276G01015,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,
1777,KBS INDIA LIMITED,KBSINDIA,KBS INDIA LIMITED,Active,X ,10.00,INE883D01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1778,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.00,INE071E01023,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
1779,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.00,INE607D01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring",
1780,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.00,INE349A01021,Capital ods,Equity,Industrials,Capital ods,IN070205,Bearings,
1781,Vamshi Rubber Ltd.,VAMSHIRU,VAMSHI RUBBER LTD.,Active,X ,10.00,INE380C01014,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
1782,Nila Infrastructures Ltd,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.00,INE937C01029,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1783,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2.00,INE921B01025,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
1784,Vinyoflex Ltd.,VINYOFL,VINYOFLEX LTD.,Active,XT,10.00,INE526H01011,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
1785,Jindal Capital Ltd.,JINDCAP,JINDAL CAPITAL LTD.,Active,X ,10.00,INE356F01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1786,EPIC Energy Ltd.,EPIC,EPIC ENERGY LTD.-$,Active,X ,10.00,INE932F01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1787,Sumedha Fiscal Services Ltd.,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Active,X ,10.00,INE886B01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1788,Kuwer Industries Ltd.,KUWERIN,KUWER INDUSTRIES LTD.,Active,XT,10.00,INE430F01010,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
1789,Choksi Imaging Ltd.,CHOKSI,CHOKSI IMAGING LTD.,Active,X ,10.00,INE865B01016,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Household Products,Photographic Products,
1790,Ashish Polyplast Ltd.,ASHISHPO,ASHISH POLYPLAST LTD.,Active,XT,10.00,INE831C01016,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1791,Ador Fontech Ltd,ADORFO,ADOR FONTECH LTD.-$,Active,X ,2.00,INE853A01022,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Equipments,
1792,Shiva Global Agro Industries Limited,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,Active,X ,10.00,INE960E01019,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,
1793,Siddha Ventures Limited,SIDDHA,SIDDHA VENTURES LTD.,Active,X ,10.00,INE140C01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1794,Kiran Syntex Ltd.,KIRANSY-B,KIRAN SYNTEX LTD.,Active,XT,10.00,INE293D01017,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1795,Sumeru Industries Ltd.,SUMERUIND,SUMERU INDUSTRIES LTD.,Active,XT,1.00,INE764B01029,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1796,Rungta Irrigation Ltd.,RUNGTAIR,RUNGTA IRRIGATION LTD.,Active,XT,10.00,INE347C01013,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1797,Valson Industries Ltd.,VALSONQ,VALSON INDUSTRIES LTD.-$,Active,X ,10.00,INE808A01018,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1798,Saboo Sodium Chloro Ltd.,SABOOSOD,SABOO SODIUM CHLORO LTD.,Active,X ,10.00,INE440C01016,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Other Food Products,
1799,GSL Securities Ltd.,GSLSEC,GSL SECURITIES LTD.,Active,X ,10.00,INE721D01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1800,Tinna Rubber and Infrastructure Limited,TINNARUBR,Tinna Rubber and Infrastructure Limited,Active,X ,10.00,INE015C01016,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1801,Vikram Thermo (India) Ltd.,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,X ,10.00,INE337E01010,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
1802,STRATMONT INDUSTRIES LIMITED,STRATMONT,Stratmont Industries Ltd,Active,X ,10.00,INE473C01025,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1803,A.K.Capital Services Ltd.,AKCAPIT,A.K.CAPITAL SERVICES LTD.,Active,X ,10.00,INE701G01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1804,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.00,INE131B01039,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,
1805,Virat Industries Ltd.,VIRAT,VIRAT INDUSTRIES LTD.,Active,XT,10.00,INE467D01017,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1806,Sheetal Diamonds Ltd.,SHEETAL,SHEETAL DIAMONDS LTD.,Active,X ,5.00,INE786J01025,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1807,Terai Tea Co. Ltd.,TERAI,TERAI TEA CO.LTD.,Active,X ,10.00,INE390D01011,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Tea & Coffee,
1808,Manraj Housing Finance Ltd.,MANRAJH,MANRAJ HOUSING FINANCE LTD.,Active,Z ,10.00,INE948I01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
1809,Cosco (India) ltd.,COSCO,COSCO (INDIA) LTD.-$,Active,X ,10.00,INE949B01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products,
1810,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1.00,INE790G01031,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1811,Paramount Communications Ltd.,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.00,INE074B01023,Capital ods,Equity,Industrials,Capital ods,IN070205,Cables - Electricals,
1812,NCL Research And Financial Services,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,X ,1.00,INE132F01038,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1813,Explicit Finance Limited,EXPLICITFIN,EXPLICIT FINANCE LTD.,Active,X ,10.00,INE335G01019,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1814,Ladderup Finance Ltd.,LADDERUP,LADDERUP FINANCE LTD.,Active,X ,10.00,INE519D01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1815,U. Y. FINCORP LIMITED,UYFINCORP,U. Y. Fincorp Ltd,Active,X ,5.00,INE152C01025,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1816,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Active,X ,5.00,INE906L01025,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1817,Swastika Investmart Ltd,SWASTIKA,SWASTIKA INVESTMART LTD.,Active,X ,10.00,INE691C01014,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
1818,Prima Plastics Ltd.,PRIMAPLA,PRIMA PLASTICS LTD.,Active,X ,10.00,INE573B01016,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,
1819,TeleCanor Global Limited,TELECANOR,TELECANOR GLOBAL LTD.,Active,X ,10.00,INE381G01013,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1820,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,Active,XT,10.00,INE582C01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1821,Carnation Industries Ltd.,CARNATIN,CARNATION INDUSTRIES LTD.,Active,X ,10.00,INE081B01010,Capital ods,Equity,Industrials,Capital ods,IN070205,Other Industrial Products,
1822,Sturdy Industries Ltd.,STURDY,STURDY INDUSTRIES LTD.,Active,XT,2.00,INE134F01026,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1823,Garg Furnace Ltd.,GARGFUR,GARG FURNACE LTD.,Active,X ,10.00,INE194E01015,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
1824,Sampre Nutritions Ltd.,SAMPRE,SAMPRE NUTRITIONS LTD.,Active,XT,10.00,INE375C01014,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Packaged Foods,
1825,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,Active,X ,5.00,INE864E01021,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
1826,Vipul Organics Limited,VIPULORG,Vipul Organics Ltd,Active,X ,10.00,INE834D01018,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1827,Eco Recycling Limited,ECORECO,ECO RECYCLING LTD.,Active,X ,10.00,INE316A01038,Utilities,Equity,Utilities,Utilities,Other Utilities,Waste Management,
1828,Goodluck India Limited,GOODLUCK,Goodluck India Ltd,Active,T ,2.00,INE127I01024,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
1829,Goyal Associates Ltd.,GOYALASS,GOYAL ASSOCIATES LTD.,Active,X ,1.00,INE912B01032,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1830,Zenith Health Care Ltd.,ZENITHHE,ZENITH HEALTH CARE LTD.,Active,XT,1.00,INE812B01026,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1831,York Exports Ltd.,YORKEXP,YORK EXPORTS LTD.,Active,XT,10.00,INE057Q01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1832,Supreme Holdings & Hospitality (India) Ltd,SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,Active,X ,10.00,INE822E01011,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1833,Pithampur Poly Products Ltd.,PITHP,PITHAMPUR POLY PRODUCTS LTD.,Active,P ,10.00,INE747D01012,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
1834,Lykis Limited,LYKISLTD,Lykis Limited,Active,X ,10.00,INE624M01014,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1835,Prime Property Development Corporation Ltd.,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Active,X ,5.00,INE233C01023,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1836,Zenlabs Ethica Limited,ZENLABS,Zenlabs Ethica Ltd,Active,X ,10.00,INE546F01013,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1837,Raj Rayon Industries Limited,RAJRAYON,Raj Rayon Industries Limited-$,Active,B ,1.00,INE533D01032,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1838,Flora Textiles Ltd.,FLORATX,FLORA TEXTILES LTD.,Active,P ,10.00,INE161F01011,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1839,Gowra Leasing & Finance Ltd.,GOWRALE,GOWRA LEASING & FINANCE LTD.,Active,XT,10.00,INE225G01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1840,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,Active,X ,10.00,INE144C01014,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
1841,AJEL Limited,AJEL,AJEL LTD.,Active,Z ,10.00,INE229B01015,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
1842,Alps Industries Ltd.,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,B ,10.00,INE093B01015,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1843,Asit C Mehta Financial Services Limited,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,X ,10.00,INE041B01014,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
1844,ENCODE PACKAGING INDIA LIMITED,ENCODE,Encode Packaging India Ltd,Active,X ,10.00,INE900O01014,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,
1845,Super Bakers (India) Ltd.,SUPERBAK,SUPER BAKERS (INDIA) LTD.,Active,X ,10.00,INE897A01011,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Packaged Foods,
1846,Ovobel Foods Ltd.,OVOBELE,OVOBEL FOODS LTD.,Active,P ,10.00,INE812S01012,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Other Food Products,
1847,Indo Asian Finance Limited,INDOASIAF,INDO ASIAN FINANCE LTD.,Active,X ,10.00,INE807A01010,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1848,Coral Newsprints Ltd.,CORNE,CORAL NEWSPRINTS LTD.,Active,XT,10.00,INE715D01019,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
1849,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.00,INE334A01023,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener,
1850,Infra Industries Ltd.,INFRAIND,INFRA INDUSTRIES LTD.,Active,Z ,10.00,INE287D01019,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1851,Dynamic Protfolio Management & Serv,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,Active,XT,10.00,INE118C01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1852,Inland Printers Ltd.,INLANPR,INLAND PRINTERS LTD.,Active,X ,10.00,INE055O01033,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,
1853,Ceejay Finance Limited,CEEJAY,CEEJAY FINANCE LTD.,Active,X ,10.00,INE358C01010,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1854,Suncity Synthetics Ltd.,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,XT,10.00,INE584D01019,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1855,Shree Ganesh Elastoplast Ltd,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10.00,INE400N01017,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1856,Anna Infrastructures Ltd,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,X ,10.00,INE336D01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1857,Bhageria Industries Limited,BHAGIL,Bhageria Industries Ltd,Active,B ,5.00,INE354C01027,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,
1858,BNR Udyog Ltd.,BNRUDY,BNR UDYOG LTD.,Active,X ,10.00,INE355C01016,Services,Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
1859,KRBL Ltd.,KRBL,KRBL LTD.,Active,A ,1.00,INE001B01026,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Other Agricultural Products,
1860,Refnol Resins & Chemicals Ltd.,REFNOL,REFNOL RESINS & CHEMICALS LTD.,Active,X ,10.00,INE428C01011,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
1861,SSPDL Limited,SSPDL,SSPDL LTD.-$,Active,X ,10.00,INE838C01011,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1862,Daikaffil Chemicals India Ltd.,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Active,X ,10.00,INE789B01018,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1863,Cil Securities Ltd.,CILSEC,CIL SECURITIES LTD.,Active,X ,10.00,INE830A01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1864,Clio Infotech Ltd.,CLIOINFO,CLIO INFOTECH LTD.,Active,X ,10.00,INE011B01017,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
